"cell_type","MS4A1","CD14","LYZ","IL7R","CD3E","CD8A","FCER1A","CST3","FCGR3A","PPBP","GNLY","NKG7","UMAP1","UMAP2"
"CD8 T cells",0,0,0,0,2.26778748391074,1.67316441566266,0,0,0,0,2.90777594019827,3.57324508245085,7.91203638911247,1.77418398857117
"CD4 T cells",0,0,1.73685566178721,2.33784744040733,0,1.73685566178721,0,0,0,0,0,3.1944718931137,5.85107493400574,1.05322003364563
"CD4 T cells",0,0,1.79972029394135,1.79972029394135,0,0,0,0,0,0,0,0,2.96325731277466,-0.932643949985504
"CD14+ Monocytes",0,0,3.66972002336418,0,0,0,0,4.06665431270193,0,0,0,0,-2.749306678772,3.93304753303528
"FCGR3A+ Monocytes",0,0,2.67696959153291,0,0,0,0,3.25134672904114,3.335126053185,0,0,1.18075337823659,-6.9600410461426,1.51756179332733
"CD4 T cells",0,0,2.48499832142028,1.54052361714646,1.54052361714646,0,0,0,0,0,0,0,1.76756954193115,0.441062599420547
"CD8 T cells",0,0,1.70593547338393,2.67549969669351,2.30389113474784,1.70593547338393,0,0,0,0,0,2.67549969669351,6.65693259239197,0.790704727172852
"NK cells",0,0,1.84134927991218,0,0,0,0,1.84134927991218,1.84134927991218,0,4.38919583464864,3.98991690535293,10.8659257888794,1.28598320484161
"CD4 T cells",0,0,2.39065411154181,0,3.03693514791126,0,0,2.39065411154181,0,0,0,0,4.42730259895325,0.997204661369324
"CD8 T cells",0,0,0,1.76397536465063,1.76397536465063,2.367546638764,0,1.76397536465063,0,0,0,4.36143404360094,8.1100652217865,0.887974619865417
"CD4 T cells",0,0,0,1.72766303247411,0,0,0,0,0,0,0,0,7.32350072264671,0.87794291973114
"CD8 T cells",0,0,1.7391728066723,2.71322994308749,0,0,0,0,0,0,0,2.71322994308749,6.19634294509888,0.299733817577362
"CD4 T cells",0,0,0,3.47049481043592,0,0,0,0,2.43222783387641,0,0,0,4.08079290390015,2.17532730102539
"CD14+ Monocytes",0,1.68630118274497,6.33528901845783,0,0,0,0,4.38440501833013,0,0,0,1.68630118274497,-1.4690132141113,2.53848433494568
"CD14+ Monocytes",0,2.5642112138591,5.54827951756028,0,0,0,0,3.71279189853851,1.6087982194649,0,0,0,-2.9654655456543,2.07612538337708
"CD4 T cells",0,0,2.32609410674256,0,1.72614261478103,0,0,0,0,0,0,1.72614261478103,2.06197881698608,-0.143024638295174
"B cells",1.73301070682149,0,1.73301070682149,1.73301070682149,0,0,0,0,0,0,0,0,3.52331137657166,-8.1933670043945
"CD4 T cells",0,0,1.77284598709209,0,2.75128570305625,0,0,0,0,0,1.77284598709209,0,2.06206178665161,0.621743381023407
"CD4 T cells",0,0,1.50657116365468,1.50657116365468,2.44527386672685,0,0,0,0,0,0,0,2.28053426742554,-0.230636820197105
"CD14+ Monocytes",0,1.85372908115982,5.13922064838616,1.30611144621984,1.30611144621984,0,0,3.72272156032605,0,0,1.30611144621984,0,-2.8330850601196,2.10932207107544
"CD4 T cells",0,0,1.74577992111071,0,0,0,0,1.74577992111071,0,0,1.74577992111071,0,4.05197024345398,2.50527811050415
"CD4 T cells",0,0,3.07224200668382,0,2.06222136969842,0,0,0,0,0,0,0,4.35511898994446,1.84380090236664
"CD4 T cells",0,0,0,1.50438858395787,2.07979162045113,0,0,1.50438858395787,0,0,0,0,3.05979347229004,0.736791729927063
"CD4 T cells",0,0,0,0,2.25164977247823,0,0,0,0,0,0,0,4.59769749641418,1.64760231971741
"CD4 T cells",0,0,2.55394343774583,0,2.18662845170472,0,0,0,0,0,0,0,2.24766492843628,0.227965503931046
"CD8 T cells",0,0,2.80310991127467,0,1.81893505460702,0,0,2.42750513396557,0,0,0,3.46547760498091,8.12118798494339,0.964365363121033
"CD4 T cells",0,0,0,3.05457782662126,0,0,0,0,0,0,0,1.80056345012877,3.7476851940155,0.324331104755402
"CD4 T cells",0,0,0,2.39426682179279,2.39426682179279,1.78843389250168,0,0,0,0,0,0,3.99524426460266,1.32359778881073
"CD4 T cells",0,0,2.17306056511845,3.19275322965476,1.58771674681495,0,0,0,0,0,0,0,3.80221176147461,-0.930687308311462
"B cells",3.57464862789612,0,0,0,0,0,0,0,0,0,0,0,3.23585176467896,-7.7121982574463
"FCGR3A+ Monocytes",0,1.27666005795582,3.80530606638131,0,0,0,0,3.80530606638131,2.42821184457948,0,0,0,-5.7171468734741,1.1244740486145
"CD4 T cells",0,0,1.62760253772604,2.58587948489875,2.854549518702,2.854549518702,0,0,0,0,1.62760253772604,0,2.52924966812134,0.710228800773621
"CD14+ Monocytes",0,0,5.05213342956469,0,0,0,0,4.19589160158607,0,0,0,0,-1.3131809234619,3.6663134098053
"CD4 T cells",0,0,0,2.54262751048986,2.54262751048986,0,0,0,0,0,0,0,3.45867395401001,-1.02497005462646
"CD4 T cells",0,1.54573084079698,2.12618175857957,1.54573084079698,2.12618175857957,0,0,0,0,0,0,0,5.78059649467468,-1.98701763153076
"CD4 T cells",0,0,0,0,1.95609318492501,0,0,0,0,0,0,0,4.33967685699463,1.64814186096191
"CD8 T cells",0,0,1.9269522353107,0,0,2.54451814694951,0,0,1.9269522353107,0,1.9269522353107,4.3475785519386,8.62383508682251,2.17344665527344
"FCGR3A+ Monocytes",0,0,4.22504934536818,0,0,0,0,4.04564844191788,3.26830213327672,0,0,0,-6.7777881622314,1.53042697906494
"CD4 T cells",0,0,0,2.87957606515677,0,0,0,0,0,0,0,0,4.49235987663269,-0.636067986488342
"B cells",2.41025919987465,0,1.80309888769423,0,0,0,0,0,0,0,0,0,2.85404014587402,-8.3687419891357
"CD14+ Monocytes",0,2.41072065929993,4.72350299161114,0,0,0,0,4.52480457290697,0,0,0,0,-2.3315343856812,3.81601715087891
"CD4 T cells",0,2.53270310735032,0,0,2.53270310735032,0,0,0,0,0,0,0,3.567791223526,2.8025758266449
"Megakaryocytes",0,0,0,0,0,0,0,3.61013985386154,0,5.98313861562795,0,0,-5.4814014434814,6.79002904891968
"CD14+ Monocytes",0,2.07490480383403,5.96863631664659,0,0,0,0,4.4375259044024,0,0,0,0,-2.7024631500244,1.30654561519623
"CD4 T cells",0,0,0,1.6462720665806,2.60733178829351,0,0,0,0,0,0,0,4.03525638580322,0.346151530742645
"CD14+ Monocytes",0,3.12166575685056,5.44801859384403,1.52910001603342,1.03212028863272,0,0,3.70756004226565,0,0,0,0,-2.9492244720459,1.50445115566254
"CD4 T cells",0,0,0,1.61103983508343,2.83509769274711,0,0,0,0,0,0,0,2.85444927215576,0.134692400693893
"B cells",3.31510191015727,0,0,2.03225817610354,0,0,0,0,0,0,0,0,1.68596124649048,-8.657208442688
"CD4 T cells",0,0,0,0,2.32943510624612,0,0,0,0,0,1.72918676816664,0,2.74246692657471,0.306386649608612
"Dendritic cells",0,0,1.45578576577921,1.45578576577921,2.02494612309655,0,0,2.52632685429779,0,0,0,0.972264818174942,-2.3408231735229,-1.05686175823212
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,1.91550807631439,5.68697607517242,-1.12130618095398
"B cells",3.22349536343106,0,0,0,0,0,0,0,0,0,0,0,1.88338327407837,-7.9212741851807
"CD14+ Monocytes",0,0,4.90206713995041,0,0,0,0,4.04723576057158,0,0,0,1.50739156298355,-3.8957300186157,2.22035241127014
"FCGR3A+ Monocytes",0,0,2.07065390954384,0,0,0,0,3.90217564917589,0,0,0,2.07065390954384,-5.1560869216919,2.71917939186096
"CD4 T cells",0,0,2.42750513396557,2.42750513396557,2.42750513396557,0,0,0,0,0,0,0,3.21775531768799,-0.953039824962616
"B cells",2.44079629389538,0,0,0,0,0,0,0,0,0,0,0,3.47620248794556,-9.4309816360474
"B cells",2.87957606515677,0,0,0,0,0,0,0,0,0,0,0,2.00732469558716,-8.2866477966309
"FCGR3A+ Monocytes",1.24285208459591,0,3.33649228956278,0,0,0,0,3.49806035680954,3.24473194947256,0,1.24285208459591,0,-6.6058559417725,1.32784020900726
"CD4 T cells",0,0,0,2.86190628673084,2.86190628673084,0,0,0,0,0,0,0,3.71823215484619,0.874395966529846
"CD4 T cells",0,0,0,1.88551008878341,2.87746351346852,0,0,0,0,0,0,0,2.21142196655273,-0.498875707387924
"CD4 T cells",0,0,0,0,1.88598438812413,0,0,0,0,0,1.88598438812413,0,4.09952259063721,2.3352324962616
"CD8 T cells",0,0,0,3.27361034590915,0,1.80521862260206,0,0,0,0,1.80521862260206,2.41256905039555,6.67868804931641,1.18876421451569
"Megakaryocytes",2.02366296411885,2.02366296411885,4.29354877374167,0,2.02366296411885,0,0,3.52134623600145,0,4.93365166570569,2.02366296411885,2.02366296411885,-5.5592222213745,6.86992311477661
"NK cells",0,0,0,0,0,0,0,0,2.83623022199256,0,4.25640547709152,5.44271877304317,10.4849972724915,1.64435958862305
"CD14+ Monocytes",0,1.45239160952753,5.70001652712085,0,1.45239160952753,0,0,4.56358071208815,0,0,0,1.45239160952753,-2.77525806427,1.38148069381714
"CD14+ Monocytes",1.22762900093811,2.10892537016216,5.31666159119925,0,1.22762900093811,0,0,4.22781964695506,0,0,0,0,-3.7159385681152,1.16932773590088
"CD14+ Monocytes",0,0,4.37556125948517,0,0,0,0,4.14703629196498,1.31005024831488,0,0,0,-4.4934854507446,1.53793597221375
"NK cells",0,0,0,0,1.91205973214532,0,0,2.90695778295355,2.52844697628231,0,2.52844697628231,4.93740706971033,10.0815603733063,0.873481929302216
"Megakaryocytes",0,0,2.50696209981119,0.754599959773609,0.754599959773609,0,0,2.81986869231398,2.88487939414814,3.72721949790162,0,0.754599959773609,-5.3950052261353,6.6365270614624
"CD4 T cells",0,0,0,0,2.60849622829458,0,0,0,0,0,0,0,3.53891634941101,2.88536238670349
"B cells",2.71867980839795,0,1.34340223233526,0,0.882125470980308,0,0,0,0.882125470980308,0,0,0,4.19166707992554,-8.8868246078491
"FCGR3A+ Monocytes",0,0,4.40625239664199,0,0,0,0,4.31216155480095,1.23935510409886,0,0,0,-4.9813451766968,1.58880889415741
"CD4 T cells",0,0,0,0,1.78719078578184,1.78719078578184,0,0,0,0,0,2.76744748294072,4.64251112937927,1.89005208015442
"B cells",2.46309879101677,0,2.46309879101677,0,1.52178185937186,0,0,0,0,0,0,0,3.37862825393677,-9.3106412887573
"CD4 T cells",0,0,1.67175919771753,1.67175919771753,2.63652294408315,0,0,1.67175919771753,0,0,0,0,2.97223901748657,1.19993793964386
"Dendritic cells",0,0,4.14005469123126,0,0,0,0.815962939470939,4.70716378868906,0.815962939470939,0,0,0,-2.6431264877319,-0.493080615997314
"CD4 T cells",0,0,1.53165274644865,1.53165274644865,3.71073814993141,0,0,0,0,0,0,0,3.04190254211426,-0.384074121713638
"CD4 T cells",0,0,2.38228496541673,2.02195542015221,1.45314426530886,0,0,0,0,0,0,0,6.08019924163818,-0.718871891498566
"B cells",0,0,0,0,0,0,0,0,0,0,0,0,2.96050548553467,-8.0317983627319
"B cells",1.87585372828883,0,0,1.32526813200521,1.87585372828883,0,0,0,0,0,0,0,2.85691738128662,-9.0888423919678
"NK cells",0,0,0,2.60037797328632,0,0,0,0,0,0,5.26923264144035,3.47109867941857,9.01369369029999,0.0877956077456474
"CD14+ Monocytes",0,2.85147000782561,5.79076802205722,0,0,0,0,4.0897937116446,0,0,0,0,-1.7098016738892,1.74500346183777
"CD4 T cells",0,0,0,0,1.69641216920991,0,0,0,0,0,0,0,4.9206817150116,0.264795780181885
"CD4 T cells",0,0,2.1516208205362,2.51754938855219,0,2.1516208205362,0,1.56848926349027,0,0,1.56848926349027,0,5.89579045772552,-1.66140842437744
"CD4 T cells",0,0,0,1.97777559024385,1.97777559024385,0,0,0,0,0,0,3.46989132927283,5.76432836055756,2.09755706787109
"NK cells",0,0,0,0,0,0,0,0,2.21374942574787,0,5.14836121884147,4.67235648229173,9.97115135192871,1.45750200748444
"B cells",3.42225449565455,0,0,0,1.93552530938719,0,0,0,0,0,0,0,2.05316543579102,-8.5580930709839
"CD14+ Monocytes",0,0,4.76455630638316,0,0,0,0,4.43148893487732,0,0,0,0,-2.859881401062,4.09758853912354
"CD14+ Monocytes",0,1.69714008955371,4.68212709904648,0,0,0,0,3.81953807738367,0,0,0,1.69714008955371,-3.0697536468506,2.35549426078796
"CD4 T cells",0,0,0,1.73454615558024,1.73454615558024,0,0,0,0,0,0,0,3.7963228225708,1.57921004295349
"CD4 T cells",0,0,0,2.95224111198918,2.95224111198918,0,0,0,0,0,0,0,4.58263373374939,1.05905091762543
"FCGR3A+ Monocytes",0,0,3.11994003284882,0,0,0,0,3.11994003284882,3.94167987092057,0,0,0,-6.3430614471436,1.82386815547943
"CD4 T cells",0,0,0,2.22177454674826,2.59043162560572,0,0,0,0,0,0,0,3.52619481086731,-0.692682504653931
"B cells",2.79526004731856,0,1.57727025484293,0,0,0,0,0,0,0,0,0,4.04387617111206,-8.7237586975098
"CD8 T cells",0,0,0,0,1.73416197744472,2.70755256486402,0,0,2.97841908235231,0,0,3.86371033917873,9.00003778934479,2.25397801399231
"CD4 T cells",0,0,2.24596332779629,0,2.61551605470547,0,0,0,0,0,0,0,1.96179723739624,0.00820797588676214
"CD4 T cells",0,0,2.32734539129712,0,2.69975191221482,0,0,1.7272826174809,0,0,1.7272826174809,0,2.85744857788086,-0.21930031478405
"NK cells",0,0,0,0,1.81118739678147,0,0,2.41907080164453,2.41907080164453,0,4.77666052252439,4.8593679775459,10.4293553829193,1.4432817697525
"NK cells",0,0,1.73033175497897,0,0,0,0,0,2.33069148836054,0,3.75613451192735,5.17849708999399,10.3078212738037,0.847628176212311
"FCGR3A+ Monocytes",0,0,2.70451070411338,0,0,0,0,3.75749568564331,1.73147862064088,1.73147862064088,0,0,-6.2794494628906,2.14053392410278
"CD14+ Monocytes",0,1.57422904156658,5.01232540733846,0,0,0,0,4.2468701729546,0,0,0,0,-2.5083608627319,2.58346748352051
"B cells",0,0,0,0,0,0,0,1.95245287211938,0,0,0,0,2.2468466758728,-9.4124526977539
"CD4 T cells",0,0,0,2.64175437844846,2.37754016388542,0,0,0,0,0,0,0,5.32799577713013,-0.792706310749054
"CD4 T cells",0,0,2.23806890549876,2.87640910778223,2.23806890549876,0,0,0,0,0,0,0,5.23624396324158,-1.14656841754913
"CD4 T cells",0,0,0,2.18487601909947,0,0,0,0,0,0,0,0,3.39052677154541,0.636739253997803
"CD4 T cells",0,0,0,0,2.46162613176911,0,0,0,0,0,0,1.85033183679195,6.19065225124359,0.643376231193542
"CD8 T cells",0,0,0,2.79923666372267,1.81548135419864,1.81548135419864,0,0,0,0,2.42374604759705,4.2176298841076,8.97970116138458,1.86204218864441
"CD4 T cells",0,0,2.59119266296677,3.2461546717212,3.2461546717212,0,0,2.59119266296677,0,0,0,0,3.42697048187256,2.119473695755
"CD8 T cells",0,0,2.22397718951683,0,0,0,0,0,0,0,3.92126295529945,3.52565711060377,6.36148416996002,1.35922789573669
"CD14+ Monocytes",0,1.89746006310715,4.96090818319278,1.89746006310715,0,0,0,4.23450078750035,0,0,0,0,-1.4013271331787,3.16970920562744
"B cells",2.70537872834044,0,1.73224424421223,0,1.73224424421223,0,0,0,0,0,0,0,2.70745134353638,-9.1650238037109
"B cells",1.8146205105463,0,0,0,0,0,0,0,0,0,0,0,2.99654102325439,-8.4592838287354
"CD4 T cells",0,0,1.71447050547872,0,2.6852046975842,0,0,0,0,0,1.71447050547872,1.71447050547872,4.3171660900116,-2.10498237609863
"CD4 T cells",0,0,1.69314599868588,1.69314599868588,1.69314599868588,0,0,0,0,0,0,0,4.83358120918274,0.93272465467453
"CD4 T cells",0,0,2.38571210613216,2.76002242957293,3.03175540141222,0,0,1.78059725485862,0,0,1.78059725485862,0,4.72108006477356,-0.411183178424835
"B cells",2.47997107629203,0,0,0,0,0,0,0,0,0,1.86724712895827,0,2.90359973907471,-9.1185865402222
"CD4 T cells",0,0,1.72576302731971,2.69802784549466,0,0,0,0,0,0,0,0,5.10793399810791,0.0842290818691254
"CD14+ Monocytes",0,1.83071487204225,5.27206965594837,0,0,0,0,5.55171419529201,0,0,0,0,-3.4056339263916,2.22317862510681
"CD4 T cells",0,0,2.01347435610029,2.01347435610029,0,0,0,0,0,0,2.01347435610029,0,4.23774981498718,0.802585422992706
"CD14+ Monocytes",0,0,4.95473540860683,0,0,0,0,4.12561672428577,0,0,0,0,-2.2889394760132,2.82435917854309
"CD14+ Monocytes",0,2.31136197369448,5.19147640588007,0,0,0,0,4.25810401247376,0,0,0,0,-4.1473627090454,1.55773365497589
"CD8 T cells",0,0,1.26650242824608,0,0,0,0,0,1.80777059747919,0,4.52983351292491,4.31620968881644,6.08161437511444,-2.05088925361633
"CD14+ Monocytes",0,1.98967154225113,5.18047751109562,0,0,0,0,3.94167987092057,0,0,1.98967154225113,0,-2.601710319519,0.755237400531769
"B cells",2.60268968544438,0,0,0,0,0,0,0,0,0,0,0,2.70773696899414,-8.1241493225098
"Dendritic cells",0,1.04353978703592,4.58985579774424,0,0,0,2.32201980269961,5.33269924549417,0,0,0,1.87452903387721,-2.6985845565796,-0.249180525541306
"CD4 T cells",0,0,1.56818855733373,0,1.56818855733373,0,0,0,0,0,0,2.15128513773342,3.2973518371582,2.31735062599182
"FCGR3A+ Monocytes",1.4730395067529,0,4.1194362182069,1.4730395067529,0,0,0,4.06323344614795,2.87989337910954,0,0,0,-5.7038555145264,2.00533962249756
"NK cells",0,0,0,0,1.73801327664054,0,0,0,1.73801327664054,0,3.76524588620968,4.64528265050094,10.3213648796082,0.942013323307037
"CD4 T cells",0,0,0,0,1.72197847212563,0,0,0,0,0,0,0,5.31656885147095,-1.64700675010681
"CD8 T cells",0,0,0,0,0,2.32818064018301,0,0,0,0,2.32818064018301,4.63328962130247,7.70083576440811,2.25209522247314
"CD4 T cells",0,0,0,0,2.41303178782513,0,0,0,0,0,0,0,3.47564888000488,0.782182395458221
"CD4 T cells",0,0,0,1.71783906814673,1.71783906814673,0,0,0,0,0,0,0,2.51185941696167,1.86780869960785
"CD8 T cells",0,0,0,0,1.70667349378775,1.70667349378775,0,0,0,0,0,4.08828958155688,7.46820497885346,1.41620087623596
"CD14+ Monocytes",0,0,5.20344196920199,0,0,0,0,3.61575619123068,0,0,0,0,-2.2698659896851,3.19932007789612
"NK cells",0,0,1.88978981391945,0,0,0,0,1.88978981391945,3.69699252141547,0,3.54696632318644,4.91141485746985,10.5753955841065,1.31358921527863
"B cells",0,0,0,0,0,0,0,2.35277882971183,0,0,0,0,2.01769733428955,-8.3133172988892
"CD14+ Monocytes",1.52010483234034,2.09745446481609,4.74776762796425,1.52010483234034,0,0,0,4.12286685878286,1.52010483234034,0,0,1.52010483234034,-4.143669128418,1.40241181850433
"CD4 T cells",1.65340830422807,0,0,0,1.65340830422807,0,0,0,0,0,0,0,2.72192239761353,0.905077695846558
"CD4 T cells",0,0,2.82050467420199,0,2.82050467420199,0,0,0,0,0,0,2.82050467420199,6.46303987503052,1.56621050834656
"CD14+ Monocytes",0,2.53590920424037,5.76465634341381,1.58431885233877,0,0,0,3.46597812152442,1.58431885233877,0,2.16927515978799,0,-1.5736770629883,3.22429466247559
"CD4 T cells",0,0,0,1.71783906814673,0,0,0,0,0,0,0,0,4.0769190788269,-0.458464682102203
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,3.55694961547852,1.44675207138062
"CD4 T cells",0,0,0,0,2.844198563074,0,0,0,0,0,0,0,2.54525136947632,-0.917038261890411
"CD4 T cells",0,1.66304149031435,0,1.66304149031435,1.66304149031435,1.66304149031435,0,0,0,0,0,0,1.87898635864258,1.10628962516785
"CD8 T cells",0,0,1.80014174798086,3.2677621845069,1.80014174798086,0,0,0,1.80014174798086,0,0,2.40703610426903,8.91111361980438,0.129790231585503
"CD4 T cells",0,0,1.34403047345173,1.34403047345173,2.25164977247823,0,0,1.34403047345173,0,0,0,0,4.646817445755,-0.775923669338226
"CD8 T cells",0,0,1.77203496388028,2.37635818765399,1.77203496388028,3.23530266255373,0,1.77203496388028,2.37635818765399,0,3.02194811568488,3.56046885638195,7.47048918530345,1.02535784244537
"CD4 T cells",0,0,0,2.67424175785136,1.70482991525529,0,0,0,0,0,0,0,2.35970735549927,0.498353987932205
"CD4 T cells",0,0,0,1.72842448478161,2.97180303325405,0,0,0,0,0,0,1.72842448478161,2.09756422042847,-0.341761320829391
"B cells",3.49961571801659,0,1.84852643060094,0,0,0,0,0,0,0,1.84852643060094,0,3.22558546066284,-8.6089353561401
"CD14+ Monocytes",0,0,4.70065153773505,0,0,0,0,4.10206165290235,0,0,2.38975337871679,0,-1.7511491775513,4.24429607391357
"CD4 T cells",0,0,1.9634270728463,0,1.40163837655509,0,0,1.40163837655509,1.40163837655509,0,0,0,5.49681687355042,-1.61445653438568
"CD14+ Monocytes",0,3.13348771802684,5.59818206357536,0,0,0,0,4.11697352248882,0,0,0,0,-1.9907741546631,2.24246978759766
"CD14+ Monocytes",0,2.45819990192619,4.57629576488895,0,0,0,0,4.32791786458225,0,0,0,1.84717530836962,-3.528263092041,2.38797450065613
"CD4 T cells",0,0,0,0,2.84381749568593,0,0,0,0,0,0,0,3.60866951942444,2.38416290283203
"Dendritic cells",0,0,1.81290190580186,0,0,0,0.996727839079524,0.996727839079524,0,0,0,0,-1.9973773956299,-0.667875051498413
"CD4 T cells",0,0,0,1.53364521795897,1.53364521795897,0,0,0,0,0,1.53364521795897,0,3.33215665817261,0.607784390449524
"CD8 T cells",0,0,1.81634322825567,1.81634322825567,1.81634322825567,0,0,1.81634322825567,1.81634322825567,0,0,3.46248009346687,7.09733414649963,0.501538753509521
"FCGR3A+ Monocytes",0,0,2.48600736536419,1.32263650934791,0,0,0,3.86715465629742,3.13664276123152,0,0,0,-5.6897754669189,1.92135167121887
"B cells",2.40039902973978,0,1.25473073357102,0,0,0,0,1.25473073357102,1.25473073357102,0,0,1.25473073357102,3.30036354064941,-9.115517616272
"CD8 T cells",0,0,0,1.74344089195725,2.34506608797021,0,0,0,0,0,3.5269153096512,3.87473250368936,7.64905117452145,0.750128448009491
"NK cells",0,0,1.91058675785902,0,0,0,0,1.91058675785902,2.52685639043176,0,4.16398840837153,4.70396515407993,10.62957239151,1.22911441326141
"NK cells",0,0,1.95141601292984,0,0,1.95141601292984,0,0,2.57087749634893,0,3.22504035989753,5.02365801961365,10.1715569496155,1.46535110473633
"CD8 T cells",0,0,0,1.9855951031528,2.34421354828827,2.34421354828827,0,0,2.34421354828827,0,3.13513900525817,3.8062993840956,9.13972628116608,1.61630129814148
"B cells",1.71111819494611,0,1.18404772055268,0,1.18404772055268,0,0,1.18404772055268,0,0,1.18404772055268,0,3.24868154525757,-9.0127372741699
"CD14+ Monocytes",0,2.82496935151345,4.96803292456563,0,0,0,0,4.0344441362146,0,0,2.18944037173211,0,-1.914737701416,3.37577366828918
"CD4 T cells",0,0,1.95038058291025,0,2.56976284449308,0,0,0,0,0,0,0,3.40676116943359,1.00235486030579
"CD4 T cells",0,0,0,2.27323881172233,2.64377490509332,0,0,0,0,0,1.67810552777897,0,2.63166189193726,0.795593023300171
"Dendritic cells",0,0,4.49559029642301,0,0,0,2.09058973266341,4.32336000478919,0,0,1.5139930195507,0,-2.62060546875,-0.20583875477314
"FCGR3A+ Monocytes",0,1.40210016129108,3.23906284578818,0,0,0,0,3.63137495963375,3.11111591881288,0,0,0,-6.0675573348999,1.58578908443451
"CD4 T cells",0,0,0,2.19686910077171,2.19686910077171,0,0,0,0,0,0,0,5.35899090766907,-1.37365365028381
"CD4 T cells",1.04604839550209,0,1.04604839550209,0,0,2.4914093412497,0,0,0,0,0,2.63366191848388,5.31921672821045,-2.43576240539551
"NK cells",0,0,2.19296925176608,0,0,0,0,0,2.19296925176608,0,5.1713883341184,4.4839017841303,10.1698215007782,1.91900789737701
"CD4 T cells",0,0,1.76237439706831,0,2.36579551251775,0,0,0,0,1.76237439706831,0,0,2.67746114730835,0.89445972442627
"B cells",0,0,0,0,0,0,0,0,0,0,0,0,2.28339767456055,-9.0996999740601
